Title,Company,Location,Description,Date,Salary,Qualification
Php Developer,Aries Exim Company,Kolkata( Dalhousie ),"1. Highly Proficient in PHP with an overall experience of a minimum of 1+ years

2. Hands-on experience with PHP frameworks like Codeigniter and Cake PHP/Lavarel will be an added advantage

3. Hands-on experience with WordPress.

4. Should have knowledge of SQL and specifically MySQL.

5. Demonstrate knowledge of web technologies including HTML, CSS, JavaScript, jQuery Ajax, etc

6. Good communication skills and can work in a client-facing environment

7. Bachelor's degree (BE/B-Tech) in Computer Science or a related field will be an added advantage", 2 days ago,Not Disclosed,0 - 5 years
PHP Developer,Smartowner Services,Bangalore/Bengaluru,"Processing requisition and other business forms, checking account balances, and approving purchases.
Advising other departments on best practices related to fiscal procedures.
Managing account records, issuing invoices, and handling payments.
Collaborating with internal departments to reconcile any accounting discrepancies.
Analyzing financial data and assisting with audits, reviews, and tax preparations.
Updating financial spreadsheets and reports with the latest available data.
Preparation of operating budgets, financial statements, and reports.
Reviewing existing financial policies and procedures to ensure regulatory compliance.
Providing assistance with payroll administration.
Keeping records and documenting financial processe", 2 days ago,Not Disclosed,10 - 20 years
PHP Developer,Litost India Infotech,Noida,"Previous working experience as a PHP developer for a minimum of 3 years.
In-depth knowledge of object-oriented PHP and Laravel 5 PHP Framework
Hands-on experience with SQL schema design, SOLID principles, REST API design
Skills & Competencies :-
PHP
Web Technologies
PHP Unit
HTML
Web Application Development
Css
Education Requirement :-
UG: Any Graduate in Any Specialization, BCA in Computers, B.Tech/B.E. in Computers
PG: Any Postgraduate in Any Specialization, MCA in Computers, M.Tech in Computer
Experience Requirement :-
Previous working experience as a PHP developer for a minimum of 3 to 5 years.", 1 day ago,Not Disclosed,3 - 5 years
Php Developer,SST Infotech India,Noida( Sector-63 Noida ),"Job Description

JOB RESPONSIBILITIES
Profile Experience
Build a good knowledge of the PHP, HTML, CSS, JavaScript, Laravel Applications, Codelgniter, Development tools etc.
Should be a team player and ready to manage team in complex situations and environment.

Technical Abilities:
Experience in Core PHP, HTML, CSS, JavaScript, MySQL, Codelgniter and Laravel and React Js frameworks.
Developing different type of API's (HTTP, XML, JSON) and Plugins to connect 3rd party software or application with our core application.
Responsible for working with multiple projects independently and completing it within the given time frame.
Expert level understanding of jQuery & integrated modules.
Design and implement web applications that use the Laravel framework.
Implement server-side logic to process front inputs.
Should have a working knowledge of databases preferably MySQL
Key Skills: Core PHP, HTML, CSS, JavaScript, Web application, Laravel, Codelgniter, JSON, jQuery, React js, GIT, XML Web technologies, MySQL, API, Interpersonal Skills, AWS.

JOB REQUIREMENTS

Academic Education:
Bachelor degree / Technical degree

Experience:
Minimum 1-3 years experience in PHP Web Development.
Experience in application & Tool development and its knowledge will be preferred.

Skills:
Good communication and presentation skills
Team player who is flexible and excels in an entrepreneurial environment
Ability to work under pressure
Dynamic, rigorous & self-directed personality
Exhibits self-confidence, energy and enthusiasm
Fluent in English would be a plus

Others:
Residing in and around Noida only.", 1 day ago,Not Disclosed,1 - 3 years
PHP Developer,Genx Technologies,Pune,"Knowledge and Abilities:
Degree in Computer Science, Engineering or a related subject.
1+ years of experience in PHP development.
Experience in HTML, CSS, JavaScript development with Ajax, CodeIgniter and AngularJS. Hands on experience in designing and developing e-Commerce applications is a plus.
Good communication skills and client oriented attitude.
Organized and detail oriented person. Problem solving skills, analytical mind and positive attitude.
Results oriented and focused on meeting deliverable timelines.", 3 days ago,Not Disclosed,0 - 2 years
PHP Developer,India Active Software,"Mumbai, Nagpur, Hyderabad/Secunderabad, New Delhi, Gurgaon/Gurugram","A Diploma/Bachelors or Master degree in computer science.
Strong experience with variety of software development methodologies, OOPs, PHP Frameworks, and tools.
Experience with analytic, problem solving, debugging, and estimation skills.
At least 1+ years of PHP, MySQL and object-oriented programming, HTML, CSS, JavaScript, and AJAX development.
Knowledge of WAMP Server or XAMPP Server .
Must be willing to work in a paced environment with evolving requirements.
Qualification: Any graduate with degree in relevant field from renowned institution.
Experience : 0 to 2 Years of Experience in Software Development.", 5 days ago,Not Disclosed,0 - 2 years
Php Developer,SOF K PVT LTD,surat,"Job summary :
We are looking to hire a talented PHP developer to manage our back end services and ensure a seamless interchange of data between the server and our users. As a PHP developer, you will be responsible for developing and coding all server-side logic. You will also be required to maintain the central database and respond to requests from the front end developer.

Responsibility :
Take direction from department senior management and works on current projects
Meet or exceed all task deadlines assigned
Develop and document programming specifications from business requirements in coordination with development team
Responsible for reviewing and resolving problems in a timely fashion
Follow the predefined development cycle for all applications
Perform and manage tasks independently or as part of an international or local development team
Building solutions for scalable microservices
Translate Business to I/T Requirements
Understand Data Models
Coordinate with project management and other engineering developers in determining overall system solutions

Qualification:
Bachelor's degree in Computer Science or Math
Freshers can also apply
Working knowledge of RESTful paradigms
Comfortable working with Apache and debugging PHP through log files
Willing to work outside normal business hours when needed
An excellent ability to perform white-box testing
Apache2 basics
Any CVS system ( SVN, RTC/jazz )
Knowledge of Web services SOAP and RESTful, XML/XSLT, JSON, JavaScript
Understanding of database driven application

Schedule :
Day Shift
Monday to friday
Flexible shift

Education :
Bachelors (Preferred)

Language :
English (Preferred)

Benefits :
Paid leave
Increment based on performance", 5 days ago,"50,000-3 Lacs P.A.",0 - 3 years
Php Developer,Manpowergroup Services India,"Mumbai (All Areas), andheri","Job Description:
We are looking to hire PHP Developer based out of Mumbai 
Position:  PHP Developer
Minimum Qualification: Graduate / Post Graduate 
Experience: 1+ years 
Location: Synergy Technology Services Pvt. Ltd. 701 Acropolis, Military Road, Marol Maroshi, Andheri (East), Mumbai - 400 059
About Company: Synergy Technology Services (STS) is a NASSCOM listed IT services company. STS provides services like application management services, cloud services, e-commerce, mobility, enterprise service management, Open source customization & Testing.
https://www.stspl.com/IT Solutions | IT Outsourcing & Consulting Services - Synergy Technology ServicesSynergy Technology Services is a leading provider of IT services, solutions and outsourcing, technology consulting, software development, enterprise applications development, support and maintenance, system integration services and solutions.www.stspl.com
Role Purpose: 
Write clean, well-designed code. 
 Carry out peer-to-peer code reviews. 
Create functional and technical specification as and when required. 
Troubleshoot, test, maintain and deploy the core of product software and databases. 
Contributing in all phases of development life cycle. 
Follow industry best practices or those set up by the organization. 
Should follow and adhere to organization-level and project-level processes and standards. 
Keep abreast with the latest industry trends and developments in your respective domain. 
If required, delegate tasks to subordinates, monitor to task completion, report status on a
regular basis to reporting head. 
Should be able to interact with clients, onsite or offsite, either verbally or written. 
Should be able to help and groom subordinates technically or functionally.
Skills: Database (MySQL, PostgreSQL),PHP with MySQL, 
JavaScript and Ajax is a must,oops ,
Front End skills - HTML5, CSS3,
Strong exposure on PHP and PHP MVC frameworks

Qualifications & Preferences: BE/B.TECH/BCA/B.SC

Working Days : 5 days (Monday to Friday)", 3 days ago,1-5 Lacs P.A.,1 - 6 years
Php Developer,Ninestars Information Technologies,Bangalore/Bengaluru,"Roles and Responsibilities
Own responsibility for maintenance and enhancement of significant subsystems within our application software or hosting environment, (for more than 3 years) including participation in the definition of requirements, driving prototyping and/or design analysis, code development, testing and deployment.
Provide support to integration efforts between the company's hosted service and client technology environments. (for more than 3 years)
Investigate, analyze and make recommendations to management regarding technology improvements, upgrades and modifications. (for more than 3 years)
DB Design and assist in application architecture (for more than 3 years)
Interact with customer, document specifications, implement and deliver applications on agile model (for more than 3 years)

Desired Candidate Profile
Proven software development experience in PHP.
Concept of Object Oriented techniques and design patterns.
Demonstrable knowledge of web technologies including HTML5, CSS, Javascript, AJAX etc
Good knowledge of relational databases, version control tools and of developing web services
Experience in common third-party APIs (Google, Facebook, Ebay etc).
Passion for best design and coding practices and a desire to develop new bold ideas.
Fluency with Linux administration.
Familiarity with Javascript, JQuery, Node.js, Ajax, Java, Struts, PHP, SQL, SOAP, XML, JSON, PostFix and/or SendMail.", 7 days ago,6-15 Lacs P.A.,3 - 8 years
PHP Developer,Persolkelly India,Bangalore/Bengaluru,"Top-notch programming skills and in-depth knowledge of modern HTML/CSS
Strong experience in programming languages of PHP and Codeigniter or Laravel or Magento is must
Strong Experience in eCommerce Platform.
Familiarity with at least one of the following programming languages: Angular JS, Javascript, JQuery, Boot Strap or Java
A solid understanding of how web applications work including security, session management, and best development practices
Adequate knowledge of relational database systems, Object Oriented Programming and web application development
Hands-on experience with network diagnostics, network analytics tools
Basic knowledge of Search Engine Optimization process
Experience in telecom industry is desirable
Having 3+ years of experience in development", 4 days ago,Not Disclosed,3 - 8 years
"Opening For PHP Developer, Bangalore Location",IonIdea,Bangalore/Bengaluru,"We have an Opening for PHP Developer, Bangalore Location, below the jd:
Experience 3-8yrs
Skills: PHP Developer, Any framework
Data Structure and ALgorithm
Location: Bangalore
Those interested , kindly share your updated profile along with other details to poonamjeet.kour@ionidea.com
Thanks,
Poonam", 10 days ago,Not Disclosed,3 - 8 years
Php Developer,Saglus Info,Kota,"Roles and Responsibilities
Strong knowledge of core PHP.
Knowledge of PHP web framework CodeIgniter is a good add on.
Knowledge of front-end technologies including CSS3, JavaScript, and HTML5.
Understanding of object-oriented PHP programming.
Knowledge on AngularJS framework is a good add on.
Previous experience creating scalable applications.
Proficient with code versioning tool Git.
Familiarity with SQL databases, preferably MySQL.
Ability to manage assigned project work.

Desired Candidate Profile
Good problem-solving or troubleshooting skills.
Good Communication Skills.
Good Team skills.

Perks and Benefits
Saturday-Sunday offs.
Healthy office culture.
Industry standard leaves.

To Apply:
Send your updated CV at hr@saglus.com", 10 days ago,Not Disclosed,0 - 5 years
Php Developer,Nunc Systems,Hyderabad/Secunderabad( Patrika Nagar ),"Skills: Experience or Knowledge on PHP, Core PHP, MYSQL, JavaScript, HTML, CSS", 11 days ago,Not Disclosed,0 - 3 years
Php Developer,Aditya Infotech,Noida( Sector-4 Noida ),"Roles and Responsibilities
Strong knowledge of PHP web frameworks, Core PHP (such as Laravel, CodeIgniter, etc.
Understanding the fully synchronous behavior of PHP.
Understanding of MVC design patterns.
Basic understanding of front-end technologies, such as JavaScript, HTML5, CSS3, Node JS, react JS, Ajax, and Angular.
Knowledge of object-oriented PHP programming.
Understanding accessibility and security compliance.
Strong knowledge of the common PHP or web server exploits and their solutions.
Understanding fundamental design principles behind a scalable application.
User authentication and authorization between multiple systems, servers, and environments.
Integration of multiple data sources and databases into one system.
Familiarity with the limitations of PHP as a platform and its workarounds.
Creating database schemas that represent and support business processes.
Familiarity with MySQL/SQL databases and their declarative query languages.
Proficient understanding of code versioning tools, such as Git.
Creating REST APIs that represent and support business processes.", 15 days ago,Not Disclosed,0 - 2 years
PHP Developer - Fresher,Smarthms Solutions,Trivandrum/Thiruvananthapuram,"We are looking for Fresher PHP developers who is dedicated to his craft, writes code that is proud of and can hit the ground running. You will be a part of a creative team that is responsible for all aspects of the ongoing application development from the initial specification, through to developing, bug fix and launching.

Job Responsibilities Include

1. Should be very good in PHP and OOPs concept. Knowledge in Symfony/Laravel/Yii framework
is an added advantage
2. HTML/ CSS/ JS (Should have basic proficiency).
3. Strong research, problem solving and analytical capabilities.
4. Database query, indexing, optimization, normalization and de- normalization concepts.
5. Application performance and scalability tuning experience
6. Thrive in highly collaborative, fluid, fast-paced open office environment
7. Strong communication skills needed to provide direction and to establish best practices within
the team
8. Understanding the fully synchronous behaviour
9. Basic understanding of front-end technologies,", 1 day ago,2.5-4.25 Lacs P.A.,0 - 1 years
Php Developer,Aries Exim Company,Kolkata( Dalhousie ),"1. Highly Proficient in PHP with an overall experience of a minimum of 1+ years

2. Hands-on experience with PHP frameworks like Codeigniter and Cake PHP/Lavarel will be an added advantage

3. Hands-on experience with WordPress.

4. Should have knowledge of SQL and specifically MySQL.

5. Demonstrate knowledge of web technologies including HTML, CSS, JavaScript, jQuery Ajax, etc

6. Good communication skills and can work in a client-facing environment

7. Bachelor's degree (BE/B-Tech) in Computer Science or a related field will be an added advantage", 2 days ago,Not Disclosed,0 - 5 years
PHP Developer,Smartowner Services,Bangalore/Bengaluru,"Processing requisition and other business forms, checking account balances, and approving purchases.
Advising other departments on best practices related to fiscal procedures.
Managing account records, issuing invoices, and handling payments.
Collaborating with internal departments to reconcile any accounting discrepancies.
Analyzing financial data and assisting with audits, reviews, and tax preparations.
Updating financial spreadsheets and reports with the latest available data.
Preparation of operating budgets, financial statements, and reports.
Reviewing existing financial policies and procedures to ensure regulatory compliance.
Providing assistance with payroll administration.
Keeping records and documenting financial processe", 2 days ago,Not Disclosed,10 - 20 years
PHP Developer,Litost India Infotech,Noida,"Previous working experience as a PHP developer for a minimum of 3 years.
In-depth knowledge of object-oriented PHP and Laravel 5 PHP Framework
Hands-on experience with SQL schema design, SOLID principles, REST API design
Skills & Competencies :-
PHP
Web Technologies
PHP Unit
HTML
Web Application Development
Css
Education Requirement :-
UG: Any Graduate in Any Specialization, BCA in Computers, B.Tech/B.E. in Computers
PG: Any Postgraduate in Any Specialization, MCA in Computers, M.Tech in Computer
Experience Requirement :-
Previous working experience as a PHP developer for a minimum of 3 to 5 years.", 1 day ago,Not Disclosed,3 - 5 years
Php Developer,SST Infotech India,Noida( Sector-63 Noida ),"Job Description

JOB RESPONSIBILITIES
Profile Experience
Build a good knowledge of the PHP, HTML, CSS, JavaScript, Laravel Applications, Codelgniter, Development tools etc.
Should be a team player and ready to manage team in complex situations and environment.

Technical Abilities:
Experience in Core PHP, HTML, CSS, JavaScript, MySQL, Codelgniter and Laravel and React Js frameworks.
Developing different type of API's (HTTP, XML, JSON) and Plugins to connect 3rd party software or application with our core application.
Responsible for working with multiple projects independently and completing it within the given time frame.
Expert level understanding of jQuery & integrated modules.
Design and implement web applications that use the Laravel framework.
Implement server-side logic to process front inputs.
Should have a working knowledge of databases preferably MySQL
Key Skills: Core PHP, HTML, CSS, JavaScript, Web application, Laravel, Codelgniter, JSON, jQuery, React js, GIT, XML Web technologies, MySQL, API, Interpersonal Skills, AWS.

JOB REQUIREMENTS

Academic Education:
Bachelor degree / Technical degree

Experience:
Minimum 1-3 years experience in PHP Web Development.
Experience in application & Tool development and its knowledge will be preferred.

Skills:
Good communication and presentation skills
Team player who is flexible and excels in an entrepreneurial environment
Ability to work under pressure
Dynamic, rigorous & self-directed personality
Exhibits self-confidence, energy and enthusiasm
Fluent in English would be a plus

Others:
Residing in and around Noida only.", 1 day ago,Not Disclosed,1 - 3 years
PHP Developer,Genx Technologies,Pune,"Knowledge and Abilities:
Degree in Computer Science, Engineering or a related subject.
1+ years of experience in PHP development.
Experience in HTML, CSS, JavaScript development with Ajax, CodeIgniter and AngularJS. Hands on experience in designing and developing e-Commerce applications is a plus.
Good communication skills and client oriented attitude.
Organized and detail oriented person. Problem solving skills, analytical mind and positive attitude.
Results oriented and focused on meeting deliverable timelines.", 3 days ago,Not Disclosed,0 - 2 years
PHP Developer,India Active Software,"Mumbai, Nagpur, Hyderabad/Secunderabad, New Delhi, Gurgaon/Gurugram","A Diploma/Bachelors or Master degree in computer science.
Strong experience with variety of software development methodologies, OOPs, PHP Frameworks, and tools.
Experience with analytic, problem solving, debugging, and estimation skills.
At least 1+ years of PHP, MySQL and object-oriented programming, HTML, CSS, JavaScript, and AJAX development.
Knowledge of WAMP Server or XAMPP Server .
Must be willing to work in a paced environment with evolving requirements.
Qualification: Any graduate with degree in relevant field from renowned institution.
Experience : 0 to 2 Years of Experience in Software Development.", 5 days ago,Not Disclosed,0 - 2 years
Php Developer,SOF K PVT LTD,surat,"Job summary :
We are looking to hire a talented PHP developer to manage our back end services and ensure a seamless interchange of data between the server and our users. As a PHP developer, you will be responsible for developing and coding all server-side logic. You will also be required to maintain the central database and respond to requests from the front end developer.

Responsibility :
Take direction from department senior management and works on current projects
Meet or exceed all task deadlines assigned
Develop and document programming specifications from business requirements in coordination with development team
Responsible for reviewing and resolving problems in a timely fashion
Follow the predefined development cycle for all applications
Perform and manage tasks independently or as part of an international or local development team
Building solutions for scalable microservices
Translate Business to I/T Requirements
Understand Data Models
Coordinate with project management and other engineering developers in determining overall system solutions

Qualification:
Bachelor's degree in Computer Science or Math
Freshers can also apply
Working knowledge of RESTful paradigms
Comfortable working with Apache and debugging PHP through log files
Willing to work outside normal business hours when needed
An excellent ability to perform white-box testing
Apache2 basics
Any CVS system ( SVN, RTC/jazz )
Knowledge of Web services SOAP and RESTful, XML/XSLT, JSON, JavaScript
Understanding of database driven application

Schedule :
Day Shift
Monday to friday
Flexible shift

Education :
Bachelors (Preferred)

Language :
English (Preferred)

Benefits :
Paid leave
Increment based on performance", 5 days ago,"50,000-3 Lacs P.A.",0 - 3 years
Php Developer,Manpowergroup Services India,"Mumbai (All Areas), andheri","Job Description:
We are looking to hire PHP Developer based out of Mumbai 
Position:  PHP Developer
Minimum Qualification: Graduate / Post Graduate 
Experience: 1+ years 
Location: Synergy Technology Services Pvt. Ltd. 701 Acropolis, Military Road, Marol Maroshi, Andheri (East), Mumbai - 400 059
About Company: Synergy Technology Services (STS) is a NASSCOM listed IT services company. STS provides services like application management services, cloud services, e-commerce, mobility, enterprise service management, Open source customization & Testing.
https://www.stspl.com/IT Solutions | IT Outsourcing & Consulting Services - Synergy Technology ServicesSynergy Technology Services is a leading provider of IT services, solutions and outsourcing, technology consulting, software development, enterprise applications development, support and maintenance, system integration services and solutions.www.stspl.com
Role Purpose: 
Write clean, well-designed code. 
 Carry out peer-to-peer code reviews. 
Create functional and technical specification as and when required. 
Troubleshoot, test, maintain and deploy the core of product software and databases. 
Contributing in all phases of development life cycle. 
Follow industry best practices or those set up by the organization. 
Should follow and adhere to organization-level and project-level processes and standards. 
Keep abreast with the latest industry trends and developments in your respective domain. 
If required, delegate tasks to subordinates, monitor to task completion, report status on a
regular basis to reporting head. 
Should be able to interact with clients, onsite or offsite, either verbally or written. 
Should be able to help and groom subordinates technically or functionally.
Skills: Database (MySQL, PostgreSQL),PHP with MySQL, 
JavaScript and Ajax is a must,oops ,
Front End skills - HTML5, CSS3,
Strong exposure on PHP and PHP MVC frameworks

Qualifications & Preferences: BE/B.TECH/BCA/B.SC

Working Days : 5 days (Monday to Friday)", 3 days ago,1-5 Lacs P.A.,1 - 6 years
Php Developer,Ninestars Information Technologies,Bangalore/Bengaluru,"Roles and Responsibilities
Own responsibility for maintenance and enhancement of significant subsystems within our application software or hosting environment, (for more than 3 years) including participation in the definition of requirements, driving prototyping and/or design analysis, code development, testing and deployment.
Provide support to integration efforts between the company's hosted service and client technology environments. (for more than 3 years)
Investigate, analyze and make recommendations to management regarding technology improvements, upgrades and modifications. (for more than 3 years)
DB Design and assist in application architecture (for more than 3 years)
Interact with customer, document specifications, implement and deliver applications on agile model (for more than 3 years)

Desired Candidate Profile
Proven software development experience in PHP.
Concept of Object Oriented techniques and design patterns.
Demonstrable knowledge of web technologies including HTML5, CSS, Javascript, AJAX etc
Good knowledge of relational databases, version control tools and of developing web services
Experience in common third-party APIs (Google, Facebook, Ebay etc).
Passion for best design and coding practices and a desire to develop new bold ideas.
Fluency with Linux administration.
Familiarity with Javascript, JQuery, Node.js, Ajax, Java, Struts, PHP, SQL, SOAP, XML, JSON, PostFix and/or SendMail.", 7 days ago,6-15 Lacs P.A.,3 - 8 years
PHP Developer,Persolkelly India,Bangalore/Bengaluru,"Top-notch programming skills and in-depth knowledge of modern HTML/CSS
Strong experience in programming languages of PHP and Codeigniter or Laravel or Magento is must
Strong Experience in eCommerce Platform.
Familiarity with at least one of the following programming languages: Angular JS, Javascript, JQuery, Boot Strap or Java
A solid understanding of how web applications work including security, session management, and best development practices
Adequate knowledge of relational database systems, Object Oriented Programming and web application development
Hands-on experience with network diagnostics, network analytics tools
Basic knowledge of Search Engine Optimization process
Experience in telecom industry is desirable
Having 3+ years of experience in development", 4 days ago,Not Disclosed,3 - 8 years
"Opening For PHP Developer, Bangalore Location",IonIdea,Bangalore/Bengaluru,"We have an Opening for PHP Developer, Bangalore Location, below the jd:
Experience 3-8yrs
Skills: PHP Developer, Any framework
Data Structure and ALgorithm
Location: Bangalore
Those interested , kindly share your updated profile along with other details to poonamjeet.kour@ionidea.com
Thanks,
Poonam", 10 days ago,Not Disclosed,3 - 8 years
Php Developer,Saglus Info,Kota,"Roles and Responsibilities
Strong knowledge of core PHP.
Knowledge of PHP web framework CodeIgniter is a good add on.
Knowledge of front-end technologies including CSS3, JavaScript, and HTML5.
Understanding of object-oriented PHP programming.
Knowledge on AngularJS framework is a good add on.
Previous experience creating scalable applications.
Proficient with code versioning tool Git.
Familiarity with SQL databases, preferably MySQL.
Ability to manage assigned project work.

Desired Candidate Profile
Good problem-solving or troubleshooting skills.
Good Communication Skills.
Good Team skills.

Perks and Benefits
Saturday-Sunday offs.
Healthy office culture.
Industry standard leaves.

To Apply:
Send your updated CV at hr@saglus.com", 10 days ago,Not Disclosed,0 - 5 years
Php Developer,Nunc Systems,Hyderabad/Secunderabad( Patrika Nagar ),"Skills: Experience or Knowledge on PHP, Core PHP, MYSQL, JavaScript, HTML, CSS", 11 days ago,Not Disclosed,0 - 3 years
Php Developer,Aditya Infotech,Noida( Sector-4 Noida ),"Roles and Responsibilities
Strong knowledge of PHP web frameworks, Core PHP (such as Laravel, CodeIgniter, etc.
Understanding the fully synchronous behavior of PHP.
Understanding of MVC design patterns.
Basic understanding of front-end technologies, such as JavaScript, HTML5, CSS3, Node JS, react JS, Ajax, and Angular.
Knowledge of object-oriented PHP programming.
Understanding accessibility and security compliance.
Strong knowledge of the common PHP or web server exploits and their solutions.
Understanding fundamental design principles behind a scalable application.
User authentication and authorization between multiple systems, servers, and environments.
Integration of multiple data sources and databases into one system.
Familiarity with the limitations of PHP as a platform and its workarounds.
Creating database schemas that represent and support business processes.
Familiarity with MySQL/SQL databases and their declarative query languages.
Proficient understanding of code versioning tools, such as Git.
Creating REST APIs that represent and support business processes.", 15 days ago,Not Disclosed,0 - 2 years
Php Developer,CIEL HR,Bangalore/Bengaluru,"Role: - PHP Developer
Experience:- 3+ years
Location:- Bangalore, Whitefield

Skills and Responsibilities:
Responsibilities
Developing robust backend architecture plans
Collaborating with other developers/ designers and working as a team
Solve complex performance problems and architectural challenges
Clear understanding of server level deployment and troubleshooting
Having the ability to troubleshoot problems independently
Being flexible in working on Prestashop/ Magneto/etc and other popular php frameworks
being and proficient in Bootstrap 4
Integration of user-facing elements developed by front-end developers
Build efficient, testable, and reusable PHP modules
Skills
Strong knowledge of PHP web frameworks (Code igniter, Laravel, etc) and custom php
Understanding the fully synchronous behaviour of PHP
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Core PHP, SQL
Knowledge of object oriented PHP programming
Understanding accessibility and security compliance {Depending on the specific project}
Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and
environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Familiarity with SQL/NoSQL databases and their declarative query languages
Proficient understanding of code versioning tools, such as Git", 3 days ago,7-12 Lacs P.A.,3 - 6 years
PHP Developer - Fresher,Smarthms Solutions,Trivandrum/Thiruvananthapuram,"We are looking for Fresher PHP developers who is dedicated to his craft, writes code that is proud of and can hit the ground running. You will be a part of a creative team that is responsible for all aspects of the ongoing application development from the initial specification, through to developing, bug fix and launching.

Job Responsibilities Include

1. Should be very good in PHP and OOPs concept. Knowledge in Symfony/Laravel/Yii framework
is an added advantage
2. HTML/ CSS/ JS (Should have basic proficiency).
3. Strong research, problem solving and analytical capabilities.
4. Database query, indexing, optimization, normalization and de- normalization concepts.
5. Application performance and scalability tuning experience
6. Thrive in highly collaborative, fluid, fast-paced open office environment
7. Strong communication skills needed to provide direction and to establish best practices within
the team
8. Understanding the fully synchronous behaviour
9. Basic understanding of front-end technologies,", 1 day ago,2.5-4.25 Lacs P.A.,0 - 1 years
Php Developer,Aries Exim Company,Kolkata( Dalhousie ),"1. Highly Proficient in PHP with an overall experience of a minimum of 1+ years

2. Hands-on experience with PHP frameworks like Codeigniter and Cake PHP/Lavarel will be an added advantage

3. Hands-on experience with WordPress.

4. Should have knowledge of SQL and specifically MySQL.

5. Demonstrate knowledge of web technologies including HTML, CSS, JavaScript, jQuery Ajax, etc

6. Good communication skills and can work in a client-facing environment

7. Bachelor's degree (BE/B-Tech) in Computer Science or a related field will be an added advantage", 2 days ago,Not Disclosed,0 - 5 years
PHP Developer,Smartowner Services,Bangalore/Bengaluru,"Processing requisition and other business forms, checking account balances, and approving purchases.
Advising other departments on best practices related to fiscal procedures.
Managing account records, issuing invoices, and handling payments.
Collaborating with internal departments to reconcile any accounting discrepancies.
Analyzing financial data and assisting with audits, reviews, and tax preparations.
Updating financial spreadsheets and reports with the latest available data.
Preparation of operating budgets, financial statements, and reports.
Reviewing existing financial policies and procedures to ensure regulatory compliance.
Providing assistance with payroll administration.
Keeping records and documenting financial processe", 2 days ago,Not Disclosed,10 - 20 years
PHP Developer,Litost India Infotech,Noida,"Previous working experience as a PHP developer for a minimum of 3 years.
In-depth knowledge of object-oriented PHP and Laravel 5 PHP Framework
Hands-on experience with SQL schema design, SOLID principles, REST API design
Skills & Competencies :-
PHP
Web Technologies
PHP Unit
HTML
Web Application Development
Css
Education Requirement :-
UG: Any Graduate in Any Specialization, BCA in Computers, B.Tech/B.E. in Computers
PG: Any Postgraduate in Any Specialization, MCA in Computers, M.Tech in Computer
Experience Requirement :-
Previous working experience as a PHP developer for a minimum of 3 to 5 years.", 1 day ago,Not Disclosed,3 - 5 years
Php Developer,SST Infotech India,Noida( Sector-63 Noida ),"Job Description

JOB RESPONSIBILITIES
Profile Experience
Build a good knowledge of the PHP, HTML, CSS, JavaScript, Laravel Applications, Codelgniter, Development tools etc.
Should be a team player and ready to manage team in complex situations and environment.

Technical Abilities:
Experience in Core PHP, HTML, CSS, JavaScript, MySQL, Codelgniter and Laravel and React Js frameworks.
Developing different type of API's (HTTP, XML, JSON) and Plugins to connect 3rd party software or application with our core application.
Responsible for working with multiple projects independently and completing it within the given time frame.
Expert level understanding of jQuery & integrated modules.
Design and implement web applications that use the Laravel framework.
Implement server-side logic to process front inputs.
Should have a working knowledge of databases preferably MySQL
Key Skills: Core PHP, HTML, CSS, JavaScript, Web application, Laravel, Codelgniter, JSON, jQuery, React js, GIT, XML Web technologies, MySQL, API, Interpersonal Skills, AWS.

JOB REQUIREMENTS

Academic Education:
Bachelor degree / Technical degree

Experience:
Minimum 1-3 years experience in PHP Web Development.
Experience in application & Tool development and its knowledge will be preferred.

Skills:
Good communication and presentation skills
Team player who is flexible and excels in an entrepreneurial environment
Ability to work under pressure
Dynamic, rigorous & self-directed personality
Exhibits self-confidence, energy and enthusiasm
Fluent in English would be a plus

Others:
Residing in and around Noida only.", 1 day ago,Not Disclosed,1 - 3 years
PHP Developer,Genx Technologies,Pune,"Knowledge and Abilities:
Degree in Computer Science, Engineering or a related subject.
1+ years of experience in PHP development.
Experience in HTML, CSS, JavaScript development with Ajax, CodeIgniter and AngularJS. Hands on experience in designing and developing e-Commerce applications is a plus.
Good communication skills and client oriented attitude.
Organized and detail oriented person. Problem solving skills, analytical mind and positive attitude.
Results oriented and focused on meeting deliverable timelines.", 3 days ago,Not Disclosed,0 - 2 years
PHP Developer,India Active Software,"Mumbai, Nagpur, Hyderabad/Secunderabad, New Delhi, Gurgaon/Gurugram","A Diploma/Bachelors or Master degree in computer science.
Strong experience with variety of software development methodologies, OOPs, PHP Frameworks, and tools.
Experience with analytic, problem solving, debugging, and estimation skills.
At least 1+ years of PHP, MySQL and object-oriented programming, HTML, CSS, JavaScript, and AJAX development.
Knowledge of WAMP Server or XAMPP Server .
Must be willing to work in a paced environment with evolving requirements.
Qualification: Any graduate with degree in relevant field from renowned institution.
Experience : 0 to 2 Years of Experience in Software Development.", 5 days ago,Not Disclosed,0 - 2 years
