Job title,Company,Location,Job Description,Date posted ,Salary,qualification
ESG Data Science Specialist,Msci4.0148 Reviews,Mumbai,"You will be responsible in owning, overseeing, and further improving content and output data belonging to the Sustainable Finance dataset
You will also be responsible for driving the quality processes using available tools within the organization, performing regular internal quality reviews on the content and output data, and recommending solutions to further improve the processes
You will also help in addressing and resolving queries or concerns raised by clients or companies, investigating data quality issues, and proposing remediations and solutions for them, and reviewing the application of the different Sustainable Finance methodologies
You may also be expected to directly engage or participate in calls with clients and companies
Other responsibilities may include :
Contribute to further improving processes and applications of the Sustainable Finance content team and ESG, particularly in driving the quality processes.
Collaborate with a global team of research analysts to maintain the integrity of the methodologies.
Participate in projects related to ESG quality and data transformation initiatives.
To the extent necessary in resolving client queries, conduct deep dive review for companies data on SFDR Adverse Impact Metrics, EU Taxonomy, and MiFID II/IDD.
Your skills and experience that will help you excel
Bachelors degree in data science, statistics, computer/programming science, or social and/or political science or international studies/relations with applied knowledge on python or similar platforms for big data workflows
Overall 6+ years and at least 2 years experience in big data quality workflows and applied knowledge on python or similar platforms for big data applications
Background or working knowledge with EU environmental and social regulations and other similar regulatory environment
Background on stakeholder management or prior experience in investor relations is an advantage",None,Not Disclosed,2 - 4 years
Data Science Engineer - Machine / Deep Learning Models- R/Python/Scala,CARBYNETECH4.423 Reviews,Hyderabad/Secunderabad,"Job Requirements :
- Experience in research and development. Conference papers at reputed AI/ML platforms (ICML, NIPS, AAAI) will be a big plus,

- Experience in Time series modeling (classical methods like ARIMA, STL Forecast). Understanding and implementing active research in Time series forecasting (Bayesian Forecasting, Hierarchical Forecasting),

- Hands-on experience in implementing Deep learning models with textual data/ time series data (CNN, LSTM- s) will be a great plus,

- Expertise in SCALA (or) functional programming paradigm/ Python / R,

- Experience in big data technologies like Spark, Hive, Hadoop,

- Experience in understanding business needs and translating to a data-science problem,

- Knowledge of the Industry 4.0 process - inventory optimization, smart factory, times optimization, quality control, and industrial automation, Python

- Libraries : tensorflow, Keras, Numpy, sklearn, google-cloud-vision, pandas, imutils, ezdxf, imgaug, lxml, opencv-contrib-python-headless, scikit-image, matplotlib

Job Responsibilities :
- Review deployments, source codes, configurations, algorithms, models, repositories for completeness

- Identify missing libraries/codes, dependencies, code documentation

- Update technical documentation, code comments, etc

- Integrate the code into DevOps

- Testing - DevOps Pipeline & Deployment, Prepare simulation script for stress test, Test for horizontal & vertical scalability, Test for integration with Google OCR, AWS Textract, Active Directory, User Management, Test for performance, User Journeys.",None,Not Disclosed,4 - 8 years
Data Science Engineer - Machine/Deep Learning Models - R/Python/Scala,CARBYNETECH4.423 Reviews,Hyderabad/Secunderabad,"Job Requirements :
- Experience in research and development. Conference papers at reputed AI/ML platforms (ICML, NIPS, AAAI) will be a big plus,

- Experience in Time series modeling (classical methods like ARIMA, STL Forecast). Understanding and implementing active research in Time series forecasting (Bayesian Forecasting, Hierarchical Forecasting),

- Hands-on experience in implementing Deep learning models with textual data/ time series data (CNN, LSTM- s) will be a great plus,

- Expertise in SCALA (or) functional programming paradigm/ Python / R,

- Experience in big data technologies like Spark, Hive, Hadoop,

- Experience in understanding business needs and translating to a data-science problem,

- Knowledge of the Industry 4.0 process - inventory optimization, smart factory, times optimization, quality control, and industrial automation,Python

- Libraries : tensorflow, Keras, Numpy, sklearn, google-cloud-vision, pandas, imutils, ezdxf, imgaug, lxml, opencv-contrib-python-headless, scikit-image, matplotlib

Job Responsibilities :
- Review deployments, source codes, configurations, algorithms, models, repositories for completeness

- Identify missing libraries/codes, dependencies, code documentation

- Update technical documentation, code comments, etc

- Integrate the code into DevOps

- Testing - DevOps Pipeline & Deployment, Prepare simulation script for stress test, Test for horizontal & vertical scalability, Test for integration with Google OCR, AWS Textract, Active Directory, User Management, Test for performance, User Journeys""",None,Not Disclosed,4 - 8 years
Delivery Head - Analytics & Data Science,Okda Solutions,Gurgaon/Gurugram,"- Immediate joiner or less than 30 days notice period

- Work from office

- Your responsibility would start from understanding the customer needs, defining a delivery roadmap to executing the roadmap.

- A typical day would include a few calls with clients, time spent in breaking down requirements from clients and delivering them through our products and services.

- You will work closely with the leadership team and the teams across Sales & Marketing, Engineering, Content and Operations to ensure the highest satisfaction for our customers.

Responsibilities :

- Defining and executing Analytics way of delivering training, programs, conferences and hackathons

- Once defined, having regular check-ins and feedback from the clients and internal check-ins to ensure delivery is on schedule.

- Up-selling and expanding relationships with the clients based on their needs.

- Coordinating the delivery of the products and services in line with our standards and client's satisfaction.

- Tracking, acting and improving the NPSfeedback score for every service delivered through Analytics.

Requirements :

- 10+ years of experience in the delivery of Analytics, data science and machine learning projects.

- A blend of exceptional analytical skills, obsession with details and Excellent communication skills.

- Past experience in EdTech would be beneficial",None,Not Disclosed,8 - 13 years
"Data Science Manager - Deep Learning, Machine Learning",Zscaler Softech4.0155 Reviews,Bangalore/Bengaluru,"- A degree in Machine Learning, Computer Science, or Electrical Engineering from a reputable school (Ph.D. degree preferred but not required)
- Passion for leveraging ML/AI to solve real-world business problems (better security and better business results)
- 12+ years of industry experience in one or more machine/deep learning frameworks
- 12+ years of industry experience with Python and SQL
- Excellent interpersonal, technical, and communication skills
- Good business sense
- Ability to learn, evaluate, and adopt new technologies fast
- Ability to lead and execute projects from start to finish
- Solid computer science foundation
Desirable Skill Sets:
- 12+ years professional experience
- Experience with various public cloud services (such as AWS, Google, Azure) and ML automation platforms (such as Kubeflow)
- Experience with various program languages such as Go
- Good understanding of operating systems and distributed systems
- Familiarity with networking and networking security",None,Not Disclosed,12 - 15 years
"Data Science Manager - Deep Learning, Machine Learning",Zscaler Softech4.0155 Reviews,Bangalore/Bengaluru,"As a Data Scientist, you will work in an award-winning team that does full-lifecycle full-stack Machine Learning product development, from feature engineering to model building and evaluation.
You might not be an expert in every stage of a Machine Learning project, but you should have interests and curiosity in various parts ranging from the data to the model s business impact.
Required Skills :
- A degree in Machine Learning, Computer Science, or Electrical Engineering from a reputable school (Ph.D. degree preferred but not required)
- Passion for leveraging ML/AI to solve real-world business problems (better security and better business results)
- 12+ years of industry experience in one or more machine/deep learning frameworks
- 12+ years of industry experience with Python and SQL
- Excellent interpersonal, technical, and communication skills
- Good business sense
- Ability to learn, evaluate, and adopt new technologies fast
- Ability to lead and execute projects from start to finish
- Solid computer science foundation
Desirable Skill Sets:
- 12+ years professional experience
- Experience with various public cloud services (such as AWS, Google, Azure) and ML automation platforms (such as Kubeflow)
- Experience with various program languages such as Go
- Good understanding of operating systems and distributed systems
- Familiarity with networking and networking security


 ",None,Not Disclosed,12 - 15 years
Manager Data Science,Tredence3.7206 Reviews,"Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","As a Data Science Lead, you will manage multiple consulting projects of varying complexity and ensure on-time and on-budget delivery for clients. You will lead a team of data scientists and collaborate across cross-functional groups, while contributing to new business development, supporting strategic business decisions and maintaining strengthening client base
Work with team to define business requirements, come up with analytical solution and deliver the solution with specific focus on Big Picture to drive robustness of the solution
Work with teams of smart collaborators. Be responsible for their appraisals and career development.
Participate and lead executive presentations with client leadership stakeholders.
Be part of an inclusive and open environment. A culture where making mistakes and learning from them is part of life
See how your work contributes to building an organization and be able to drive Org level initiatives that will challenge and grow your capabilities.
Roles Responsibilities
Serve as expert in Data Science, build framework to develop Production level DS/AI models.
Apply AI research and ML models to accelerate business innovation and solve impactful business problems for our clients.
Lead multiple teams across clients ensuring quality and timely outcomes on all projects.
Lead and manage the onsite-offshore relation, at the same time adding value to the client.
Partner with business and technical stakeholders to translate challenging business problems into state-of-the-art data science solutions.
Build a winning team focused on client success. Help team members build lasting career in data science and create a constant learning/development environment.
Present results, insights, and recommendations to senior management with an emphasis on the business impact.
Build engaging rapport with client leadership through relevant conversations and genuine business recommendations that impact the growth and profitability of the organization.
Lead or contribute to org level initiatives to build the Tredence of tomorrow.
Qualification Experience
Bachelors /Masters /PhD degree in a quantitative field (CS, Machine learning, Mathematics, Statistics, Data Science) or equivalent experience.
6-10+ years of experience in data science, building hands-on ML models
Expertise in ML - Regression, Classification, Clustering, Time Series Modeling, Graph Network, Recommender System, Bayesian modeling, Deep learning, Computer Vision, NLP/NLU, Reinforcement learning, Federated Learning, Meta Learning.
Proficient in some or all of the following techniques: Linear Logistic Regression, Decision Trees, Random Forests, K-Nearest Neighbors, Support Vector Machines ANOVA , Principal Component Analysis, Gradient Boosted Trees, ANN, CNN, RNN, Transformers.
Knowledge of programming languages SQL, Python/ R, Spark.
Expertise in ML frameworks and libraries (TensorFlow, Keras, PyTorch).
Experience with cloud computing services (AWS, GCP or Azure)
Expert in Statistical Modelling Algorithms E.g. Hypothesis testing, Sample size estimation, A/B testing
Knowledge in Mathematical programming - Linear Programming, Mixed Integer Programming etc , Stochastic Modelling - Markov chains, Monte Carlo, Stochastic Simulation, Queuing Models.
Experience with Optimization Solvers (Gurobi, Cplex) and Algebraic programming Languages(PulP)
Knowledge in GPU code optimization, Spark MLlib Optimization.
Familiarity to deploy and monitor ML models in production, delivering data products to end-users.
Experience with ML CI/CD pipelines.",None,Not Disclosed,6 - 10 years
Head - Data Science,Aditya Birla Capital4.0459 Reviews,Mumbai (All Areas),"About Aditya Birla Capital:
Aditya Birla Capital Limited (ABCL) is the holding company for the financial services businesses of the Aditya Birla Group. With subsidiaries/JVs that have a strong presence across Protecting, Investing and Financing solutions - ABCL is a financial solutions group that caters to the diverse needs of its customers across their life cycle. Powered by more than 34,000 employees, the businesses of ABCL have a nationwide reach with over 1,200 branches, more than 2,00,000 agents/channel partners and several bank partners.
As of December 31st, 2022, Aditya Birla Capital Limited manages aggregate assets under management of over Rs. 3,600 billion with a consolidated lending book of approx. Rs. 859 billion, and an active customer base of approx. 43 million, through its subsidiaries and joint ventures.
Aditya Birla Capital Limited is a part of the Aditya Birla Group, which is in the league of Fortune 500. Anchored by an extraordinary force of over 140,000 employees, belonging to 100 nationalities, the Aditya Birla Group operates in 36 countries across the globe.
About the Team: ABC One
ABC Digital has been incorporated as a wholly owned subsidiary of Aditya Birla Capital in 2023 to engage in distribution of Aditya Birla Capital products and providing services to customers, including web-based services, e-commerce, and payments facilities and allied activities.
ABC Digital is developing an omni-channel based D2C platform (website and app) to acquire new customers and serve them seamlessly. In addition, ABC Digital has started a virtual engagement management through inbound and outbound calling. Also, ABC Digital is engaged in cross-selling different ABC products to walk-in branch customers.
ABC Digital is collaborating with all ABCL subsidiaries to deliver a truly personalised and seamless omni-channel experience for both new and existing customers by building capacity and enhancing productivity through investments in talent, technology, marketing, and data and analytics.
About the Role:
We are looking for analytics and data science professional with experience in customer and marketing domain.
You will be part of Central Analytics Unit within Aditya Birla Capital Digital. Data & Analytics capabilities would be foundation to build ABC One omnichannel platform. Our primary objective is leverage power of customer data to create
Synergies across LOBs and robust data platform
Monetize using superior understanding across customer life stages
Building new avenues of acquisition & cross sell
Responsibilities will include:
Set vision and create an executable roadmap with defined milestone and deliverables for the data science organisation. Effectively communicate to the executive management and influence decision making process.
Lead the development and implementation of machine learning models with a focus on personalization, propensity, risk, next-best-product, cross-sell models, acquisition, retention etc
Collaborate with cross-functional teams, including business, marketing, product and tech teams to identify business opportunities and develop data-driven solutions
Mentor and lead a team of data scientists and analysts to deliver high-quality, scalable, and innovative machine learning models and solutions
Design and implement data-driven experiments to optimize model performance and improve business outcomes.
Partner with other data science teams to identify opportunities for collaboration and knowledge sharing.
Stay up-to-date with industry trends, advances, and developments in machine learning models, and continuously learn and incorporate new techniques into our processes. Create knowledge sharing platforms.
Establish processes and standards for developing, testing, and deploying machine learning models across different businesses.",None,Not Disclosed,10 - 15 years
Data Science Professional,Gharondaa Advisors,Noida,"• Implementing end to end data pipelines for serving reporting and data science capabilities.
• Work with AI/ML algorithms like Classification Model, Prescriptive Models ,Time Series Models, Deep Learning Models, & Clustering Models.
• Experience in building Collections Models on any Order to Cash process. ( experience in finance and BFSI domain is a big plus)
• Exceptional communication skills.
• Experience with CI/CD pipelines is a plus
• Good coding skills in front end, back end and other data layers",None,Not Disclosed,5 - 10 years
Data Science Engineer,T2 Innovations,Chennai,"Roles and Responsibilities
Job Description
We are looking for a data science engineer responsible for creating, deploying, and managing data science projects. Your primary responsibilities will be to collect, process, analyze and build models to address business problems. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality products are essential.0
Responsibilities
Undertaking data collection, preprocessing, and analysis
Building models to address business problems
Presenting information using data visualization techniques.
Choose and implement practical data mining algorithms and models to predict and cluster results.
Should be able to collaborate with data architects and use database solutions to be used for analytics and visualizations purposes
Offer support by responding to system problems in a timely manner.
Requirements
Bachelors degree in Computer Science, Computer Engineering, or relevant field.
Total of 2-6 years of experience in the software industry.
A minimum of 2 years of experience in a Data science engineering role.
Strong knowledge of Python and its libraries such as Scikit, Tensor flow, etc.
Strong knowledge of database structure systems and data mining.
Expert in Map/Reduce Programming model and should have designed and implemented solutions using any Framework-based solutions.
Should have knowledge working in Apache Spark & Notebooks.
Should have good hands-on experience in ETL Functions.
Expert in building machine learning and deep learning solutions that address specific business needs.
Knowledge of Event-Driven architecture.
Good experience working on Azure Data Platforms.
Experience in extracting data from multiple file formats and transforming the data for analytics and reporting purposes
Experience with Microsoft SQL Server/MySQL/Postgres SQL and any one of the No-SQL options such as MongoDB, Cosmos DB, Cassandra, Dynamo, etc.
Experienced in emerging tools like Columnar and NoSQL databases, predictive analytics, data visualization, and unstructured data.
Experience working in data warehouse projects.
An added advantage to having worked in GDPR Compliance projects.
Expert in implementing solutions using any of the Data Lakes.
Added advantage if you have worked on projects which have accurately and efficiently utilized OCR software to provide accurate data for analytical processing.


Desired Candidate Profile


Perks and Benefits",None,Not Disclosed,4 - 9 years
Engagement Manager - Analytics/Data Science,Tiger Analytics3.6263 Reviews,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Tiger Analytics is global analytics consulting firm. With data and technology at the core of our solutions, we are solving some of the toughest problems out there. Our culture is modelled around expertise and mutual respect with a team first mindset.
Working at Tiger, youll be at the heart of this AI revolution. Youll work with teams that push the boundaries of what-is-possible and build solutions that energize and inspire. We are headquartered in the Silicon Valley and have our delivery centres across the globe. The below role is for our Chennai or Bangalore office or Hyderabad.

About the role:

As Program Lead – Analytics Consulting, you will work on some of the latest applications of AI to solve complex business problems, and demonstrate significant business value to one or more clients. In doing so, you will closely collaborate with a team of consultants, data scientists and data engineers. You will lead the project team to design and deliver impactful solutions, drive adoption, and articulate value. On a typical work day, you could be doing one or more of the following:

Participate in client workshops to identify high impact problems that could be solved through AI based solutions
Translate business problems (sometimes ambiguous) into clear analytic problem statements.
Design a plan to develop and deploy advanced analytics solutions in collaboration with SMEs in Data Science & Engineering.
Own & drive execution of the plan by demonstrating techno-functional consulting & stakeholder management capabilities.
Measure and articulate how analytic results improve clients’ business & financial metrics.
Perform a role that involves a combination of hands-on contribution, customer engagement and team management.
Contribute to organization building through training, mentoring and developing repeatable analytic approaches
Required Skills, Competencies & Experience:
Ability to discover patterns in data and deliver impactful insights in the context of client decision making
Knowledge of DS / ML / AI techniques - when and why they are used and interpretation of results from a business viewpoint
In depth understanding of how analytics is used in decision making in one or more industries / functional areas
Ability to translate high level business problems to an analytics problem statement
Experience in scoping, development, validation & deployment of explanatory, predictive, and prescriptive analytic solutions
Experience in stakeholder management, driving project governance, and linking analytics to business value delivered
Hands-on experience in data handling using SQL and advanced analytics tools such as R and / or Python
Hands on Experience in analysing and visualizing data using tools such as Tableau, PowerBI, Qlikview
Excellent presentation and communication skills
MBA from reputed institute preferred.
Designation will be commensurate with expertise/experience. Compensation packages among the best in the industry",None,Not Disclosed,8 - 12 years
Analyst- Data Science,United Airlines4.330 Reviews,Gurgaon/Gurugram,"We have a wide variety of career opportunities around the world - come find yours.
Flight Operations
The Flight Operations team includes aircraft pilots and pilot support.
Job overview and responsibilities
The Flight Operations Performance & Analytics team is responsible for reporting, analytics and ad-hoc analysis on various operational factors. Goal is to ensure reliability and efficiency within United's pilot operation. Areas of focus are delays and cancellations, reserve staffing, training scheduling, irregular operations among others.
The team will provide improved reporting and analysis capabilities allowing for increased visibility into operational issues and improved resource allocation to correct them. The team will help to reduce costs stemming from delays and cancellations, suboptimal reserve staffing, unbalanced flying levels, inefficient trip builds and assist with long term staffing and training event planning. The team will support data reporting, new tool development, KPI design, dashboard creation and automation to leaders within Flight Operations.
The Analyst will be responsible for data reports, dashboard creation and automation. She/he supports Flight Ops leadership in day-to-day data driven decisions. She/He creates visibility into and identifies root causes of operational issues such as delays/cancels, open time, reserve staffing, and sick leave and identifies operational problems/opportunities and performs root cause analysis/diagnosis leading to improved operational performance and reduction in costs.

Support FOPS leadership with analytics and reporting on day-to-day as well as monthly functions; perform ad-hoc data mining and analysis
Analyze/review performance data to ensure experiments, new tools, or processes are aligned with objectives and are delivering the most business value
Automate existing manual reports and processes to improve throughput
Build high-quality decks, dashboards, tools and reports for FOPS leadership, eTeam, front-line management, and individual business teams throughout the organization
Analyze operational performance of Uniteds crew operations


Required 
Bachelor's degree in Ops Research, Computer Science, Statistics, Logistics/Transportation, Industrial Engineering, Engineering, or another quantitative field (i.e. mathematics, statistics, economics, etc.)
At least 2 years experience in business intelligence, analytics, and/or data engineering
Deep understanding of data structures and relationships
Familiarity with all parts of the data ecosystem (acquisition, engineering, storage, management, analysis, visualization, and deployment)
Excel proficiency and data analysis/modelling proficiency
Proven comfort working with large data sets
Proficiency writing complex queries and procedures using both traditional and modern technologies/languages (i.e. SQL, Python, etc.)
Data visualization skills using one or more reporting tools (i.e. Spotfire, Tableau, etc.) to produce meaningful dashboards
Ability to study/understand business needs",None,Not Disclosed,1 - 3 years
Data Science (Data Scientist/ Sr.Data Scientist),Walmart4.11624 Reviews,Bangalore/Bengaluru,"Tech Problem Formulation: Requires knowledge of: Analytics/big data analytics / automation techniques and methods; Business understanding;Precedence and use cases; Business requirements and insights
To translate/ co-own business problems within ones discipline to data related ormathematical solutions
Identifies appropriate methods/tools to be leveraged to provide a solution for the problem
Shares use cases and givesexamples to demonstrate how the method would solve the business problem
Managing Functional Partnerships: Requires knowledge of: Stakeholder identification and mapping; Stakeholder analysis; Stakeholdercommunication; Stakeholder engagement techniques; Stakeholder management effectiveness tools and methods; Fluency in many specializedbusiness vernacular; Deep understanding of diverse markets to deliver customer and business value; adapt style and best practices to accommodatecultural differences
To understand the interests & profiles of key stakeholders to manage functional relationships
Analyze stakeholder technicalneeds and partner with them to share relevant information
Engage with business partners (internal/external) on a periodic basis and establishcredibility for exchanging functional information
Requirement And Scoping Analysis: Requires knowledge of: Traceability matrix; Risk analysis methodologies; Cost Analysis; Business objectives;Classification of requirements; User stories To understand the Business/Stakeholder/Technical requirements and assist in analyzing the existingsolutions to address the needs (in case of agile methodology, for the iteration)
Prepare requirement traceability matrix and maintain traceabilitybetween business requirements, functional requirements, design and test cases
Contribute to the creation of user stories forcomponent/module/simple requirements ( for example: based on scalability etc) (For agile methodology)
Program Monitoring: Requires knowledge of: Program metrics; Program Reporting, logging tools and processes; Continuous Integration / ContinuousDeployment (CICD) To ensure adherence to the project against approved milestones and timelines
Coding: Requires knowledge of: Coding standards and guidelines; Coding languages (Eg, JavaScript, Python, C# etc), frameworks(Eg, ActiveX,
Net, Cocoa, Android application framework etc), tools(Eg, Monday
com, Linx, Embold etc) and Platforms (Eg, Microsoft Azure, AWS , Apple IOSetc); Quality, Safety and Security (PCI etc) standards; Emerging tools and technologies; Telemetry
To create/configure minimalistic code for entirecomponent/application and ensure the components are meeting business/technical requirements, non-functional requirements, low-maintainability , high-availability and high-scalability needs
Assist in the selection of appropriate languages (Eg, JavaScript, Python, C# etc), development standardsand tools (Eg, Monday.com, Linx, Embold etc)for software coding/configuration
Take initiative to learn the fundamentals of different codinglanguages and frameworks that would be useful for future scope of work
Build scripts for automation of repetitive and routine tasks in CI/CD(Continuous Integration/Continuous Delivery), Testing or any other process(as applicable)
Implement telemetry features as required independently
Ensure security policy requirements are properly applied to components/application during code development/configuration
Testing: Requires knowledge of: Test case preparation; Test Objectives; Test Strategy; Test types; Test tools (Eg, - Automation - Selenium, Agile -Jira, Mobile - Eggplant etc); Test Environment; Root cause analysis
To map the customer requirements in to test objectives
Identify and create testcases for the component/module
Execute test cases to test the code and detect errors and defects for the entire component
Execute different typesof testing using appropriate testing tools based on the testing needs
Defect Management and Troubleshooting: Requires knowledge of: Defect life-cycle process, defect tracking tools and methodologies; Defectreporting; Regression testing; Root cause analysis; Root cause corrective action
To track and analyze defects for the component/ module and carryout regression testing to fix defects in all instances of code changes
Analyze defects from past projects/solutions to avoid recurrence of similardefects
Troubleshoot performance and availability bottlenecks for the application
DevOps Orientation: Requires knowledge of: Different operating systems; Software maintenance tools and techniques; Application monitoring toolsand techniques; Debugging tools; Mock screen; Pseudocodes; Reverse Engineering; Traceability matrix; System performance, security, integration;Data migration and accessibility; Design Methodologies
To conduct complex maintenance procedures for applications independently
Monitor andevaluate the performance of the application by tracking and analyzing appropriate metrics; Perform maintenance (corrective, adaptive, perfective) andre-engineering activities
Analyze application logs, maintenance activity data, performance data and provide analysis; Evaluate change requests toidentify those which are valid and feasible
Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plans by providing expert advice andguidance to others in the application of information and best practices; supporting and aligning efforts to meet customer and business needs; andbuilding commitment for perspectives and rationales
Provides and supports the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying businessneeds; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing onimprovement opportunities; and adapting to competing demands, organizational changes, and new responsibilities
Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity byincorporating these into the development and implementation of business plans; using the Open Door Policy; and demonstrating and assisting otherswith how to apply these in executing business processes and practices
Live our Values - Culture Champion - Models the Walmart values to foster our culture; holds oneself accountable; and supports Walmartscommitment to communities, corporate social responsibility, and sustainability; maintains and promotes the highest standards of integrity, ethics andcompliance
Live our Values - Servant Leadership - Is consistently humble, self-aware, honest, and transparent
Embrace Change - Curiosity & Courage - Demonstrates curiosity and a growth mindset; supports innovation and intelligent risk-taking; and exhibitsresilience in the face of setbacks
Embrace Change - Digital Transformation & Change - Implements and supports continuous improvements and willingly embraces new digital toolsand ways of working
Deliver for the Customer - Customer Focus - Delivers results while putting the customer first and applying an omnimerchant mindset and the EDLPand EDLC business models to all plans
Deliver for the Customer - Strategic Thinking - Adopts a broad perspective that considers data, analytics, customer insights, and different parts of thebusiness when making plans
Focus on our Associates - Diversity, Equity & Inclusion - Embraces diversity in all its forms and actively supports diversity of ideas and perspectives,as well as diversity goal programs
Focus on our Associates - Collaboration & Influence - Builds strong and trusting relationships with team members and business partners; workscollaboratively and cross-functionally to achieve objectives; and communicates with energy and positivity to motivate, influence, and inspirecommitment and action
Focus on our Associates - Talent Management - Contributes to an environment allowing everyone to bring their best selves to work, demonstratesengagement and commitment to the team, and recognizes others contributions and accomplishments",None,Not Disclosed,4 - 8 years
Senior Modeling Analyst - Data Science,Risk Management Solutions (RMS)4.161 Reviews,Noida,"As Senior Modeling Analyst, the candidate will be working with Data Science & Analytics team in Noida. The team focuses on developing data-based products related to insured property exposure data, and related applications. Such products are an important part of RMS product line and provide a wealth of valuable information for our clients. 
The candidate will be working in a multidisciplinary environment developing, designing, and implementing a wide range of data products and solutions used in catastrophe risk modeling, valuation modeling and Property & Casualty data quality assessment and enhancement. The candidate will be expected to gain and further utilize an in-depth knowledge of the products and relevant technologies.

Required experience and skills

Responsible for design, development, and implementation of applications to automate and improve processes for data development and analytics using Python/R/VBA/SQL etc.
Basic understanding of ML/AI/NLP concepts and algorithm
Analytical thinking, data visualization skills
Research and development of insurance data products for emerging risks such as Liability lines, supply chain risk management, climate change etc. Draw meaningful insights and inferences based on various white / research papers on different insurance domains, available online.
Provide professional skills necessary for all phases of data analysis, including the application of standard statistical methods for conducting analysis, QA/QC/, documentation and presentation.
Excellent communication skills, ability to understand the requirements and hand off efficiently, self-starter and operating independently
Establishes credibility by thought partnering on analytics topics; takes positions and draws conclusions on a range of external and internal issue
Serve as an active participant on cross-functional projects, interpreting data, and translating into actionable insights, provide support on ad-hoc analysis and reports.

Experience required

MS/MTech degree in an engineering or science related field including but not limited to: Financial Engineering, Operations Research, Applied Mathematics, Econometrics and Statistics, Actuarial sciences and
2-3 years of hands-on experience in similar roles
Programming skills in Python or R or similar with demonstrated experience of automation.
Working experience of data manipulation tools (SQL, Microsoft Office); VBA and Netalong with high level of expertise in Excel.
Experience in one or more of the following - data mining, text mining, machine learning, data analytics, developing statistical models
Excellent written/documentation and verbal skills, as evidenced by white papers or technical presentations at meetings and conferences.
Analytical and innovative thinking and problem-solving skills.

Added Advantage:

Understanding of law and court documents

Other Skills:

Detail-oriented, self-driven quick learner with very strong analytical and problem-solving skills, and a high degree of self-motivation
Ability to independently drive projects and demonstrate technical know how

About RMS, A Moodys Analytics Company

Risk Management Solutions, Inc. (RMS) models and solutions help insurers, financial markets, corporations, and public agencies evaluate and manage global risk throughout the world. RMS has some 1,300 employees across 13 offices in the US, London, Bermuda, Zurich, India, China, Japan, Singapore, and Australia, with products and models covering six continents.
We lead an industry that we helped to pioneercatastrophe risk modeling – and continue to innovate. RMS was founded in 1989 by Stanford scientists who created our first model for California Earthquake. Today Insurers, reinsurers, trading companies, and other financial institutions trust RMS solutions to better understand and manage the risks of natural and human-made catastrophes, including hurricanes, earthquakes, floods, terrorism, and pandemics.
We got acquired by Moody’s Analytics in 2021, opening fascinating new opportunities to expand our models, data, technology and services to industries beyond Insurance to help the world better manage its risks.
RMS is proud to be an equal opportunity workplace. We are committed to equal employment opportunity without regard to race, color, creed, gender, religion, marital status, registered domestic partner status, age, national origin or ancestry, physical or mental disability, genetic characteristics, sexual orientation, or any other classification protected by applicable local, state, or federal law.",None,Not Disclosed,1 - 4 years
Senior Director & Head-Data Science & Analytics,Vertex Corporate Services (i),"Pune, Chennai, Bangalore/Bengaluru","Position: Senior Director & Head-Data Science & Analytics (Leading MNC Financial Services Data & Insights Captive)

Role:
- Will head the Data Science and Analytics Practice in India
- Will lead and grow a team of Data Scientists and Analytics Professionals who number around 75 members currently
- You will lead a team of experienced analytic professionals in the design, development, and implementation of custom analytic solutions and deliverables for both external and internal customers
- Work on the development of operating policies and procedures to promote operational excellence across the Practice
- Collaborate closely with internal global stakeholders, department leaders, and other matrixed business partners
- Contribute to new revenue growth and operational efficiency by continuously improving engagement models and workflows across the Practice

Requirements:
- Bachelor's/ Master's degree in statistics, applied mathematics, financial mathematics, engineering, operations research, computer science or another highly quantitative field. A track record of academic excellence
- 20+ years of professional experience performing analytic development work in Financial Services, consumer credit, or a related industry, at least 10 yrs in a successful team management and leadership role
- Evidence of strong analytical, critical, and creative thinking and willingness to take initiative in problem-solving. Demonstrated interest and proven career path in industries such as financial services, insurance, fraud, and digital marketing
- Advanced programming skills and aptitude; mastery with statistical programs such as R or Python; mastery of other programming and data manipulation languages and big data platforms (SQL, Hive, Spark, C/C++, Java); high level of familiarity with Microsoft Office tools.
- Should have experience in building and growing a Data Science/ Analytics Practice consisting of 70+ members
- Excellent business acumen and versatile interpersonal skills to communicate effectively at multiple levels within a complex and dynamic matrix organization. Knows the organization and has the flexibility to adapt to changes in business objectives or organizational structure.
- Good verbal and written communication skills. Proven ability to translate technical concepts into articulate actionable recommendations in a manner that is suitable to influence business partners and decision-makers
- Availability to travel, potentially internationally (up to 10%)

Location: Pune/ Chennai/ Bangalore

This position is for a Client of Vertex Corporate Services which is a Leading MNC Financial Services Data & Insights Captive",None,Not Disclosed,20 - 27 years
