Job title,Company,Location,Job Description,Date posted ,Salary,qualification
Data Science Manager,Ripik.AI,Noida,"Lead a team of 8-10 including back end developers and front end developers to build, deploy and maintain cutting edge AI-ML applications.
Be the technical leader for the team; help provide guidance to other developers, tackle sophisticated business logic problems, recommend new ways to utilise technologies incorporating context around scalability, cost, code maintenance etc.
Own all phases of the development life cycle from conceptualisation to sunset.
Interface with external and internal stakeholders to pre-empt, identify and solve engineering issues.Work closely with business and product teams to understand the requirements, drive design, architecture and influence the choice of technology to deliver solutions working closely with Solution architects and leadership team.
Ensure products are well designed, well built and have flexible architectures to meet business needs and future extensibility.
Improve Engineering and Operational Excellence by identifying and building the right solutions for observability and manageability.
Keep the tech stack current with the goal to optimize for scale, cost and performance.
Strong grasp of full-stack development, good experience in handling production and performance issues and all genres of platforms technologies.
Solid understanding of business processes and the application of technology to implement and thereafter streamline them.
Strong leadership and communication skills.
A strong vision and excitement for contributing to the growth of an amazing product start-up.
Create clear career paths for team members and help them grow with regular and deep mentoring",None,Not Disclosed,4 - 8 years
Data Science Manager,Merilytics3.772 Reviews,Hyderabad/Secunderabad,"Job Description - Manager-Data Science”
Company Profile
Merilytics is a fast-growing, analytics firm offering advanced and intelligent analytical solutions to clients globally. We combine domain expertise, advanced analytics, and technology to provide robust solutions for clients’ business problems. You can find further details about the company at https://merilytics.com.
We partner with our clients in Private Equity, CPG, Retail, Healthcare, Media & Entertainment, Technology, Logistics industries etc. by providing analytical solutions to generate superior returns. We solve clients’ business problems by analyzing large amount of data to help guide their Operations, Marketing, Pricing, Customer Strategies, and much more.
Position: Manager-Data Science at Merilytics will be leading one or more client projects to deliver various Advance Analytic solutions. (S)he would be working directly with the clients and guide the team in building a robust solution solving client’s business problem as per agreed timelines through application of business knowledge, project management and technical expertise.
Location: Hyderabad, Telangana
Roles and Responsibilities
We expect you to manage a team and work on complex, cross-functional analytical and research-oriented projects using advanced computational, machine learning and deep learning algorithms
You will be responsible for developing proprietary algorithms for solving complex business problems while handling large amount of structured and unstructured data
You will be expected to use relevant knowledge of computer science fundamentals, distributed computing, and machine learning to help build scalable analytical solutions
You will ensure that the data science team works closely with our technical team and core business teams for design and development of the analytical solutions
You would need to combine business knowledge with statistical and computational techniques to provide actionable business solutions for our clients.
Pre-requisites and skillsets required to apply for this role:
2-5 years of experience in applying concepts in Data Science, Machine Learning, Algorithm development, Advanced Computing or Statistical Modeling to solve real-world problems
Practical experience in at least one of the following programming languages: R or Python
Strong modelling skills and ability to build practical models using advanced algorithms such as Random Forests, SVM, Neural Networks
Familiarity with algorithms in recommendation systems, NLP or big data frameworks such as Hadoop/Spark is a bonus
Strong independent and creative research skills necessary to keep up with the latest trends in advanced analytics
Undergraduate degree from premier institutions such as IIT, BITS, NIT etc.
Interested in working in a high-growth environment where your analysis drives important decisions
Strong communication skills enabling you to clearly communicate your thoughts/work to the client or internal teams
Why Explore a Career at Merilytics?
High growth environment: Semi-annual performance management and promotion cycles coupled with a strong meritocratic culture, enables fast track to leadership responsibility
Cross Domain Exposure: Interesting and challenging work streams across industries and domains that always keep you excited, motivated, and on your toes.
Entrepreneurial Environment: Intellectual freedom to make decisions and own them. We expect you to spread your wings and assume larger responsibilities.
Fun culture and peer group: non-bureaucratic and fun working environment; Strong peer environment that will challenge you and accelerate your learning curve.",None,Not Disclosed,4 - 8 years
Lead Data Science Engineer - Python/Machine Learning,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","- Understand how to attack an data science problem and come with relevant approach(es)

- Hands on with Machine Learning Concepts and algorithms such as Linear Regressions, Logistic Regression, Decision Tree, SVM, Random Forests, Bagging and Boosting, Recommendation systems etc with a decent grasp over the math behind some of the techniques

- Ability to mentor junior data scientists and critically evaluate the approaches discussed

- Ability to articulately present recommendations with senior leadership

- Be an active team member and execute complex analytical projects by leading and participating in tasks that use advanced statistical modeling and machine learning techniques

- Ability to think of possible risks in the projects and action plan to mitigate the same

- Build POCs for data projects to navigate decisions for product enhancements

- Ability to think of computationally efficient and business effective analytical solutions

- Establish machine learning techniques for path to automating manual workflows

- Work closely with data engineers and product teams to solve real world problems

- Hands-on with common data processing techniques

- Good power point presentation skills and excellent team player

Primary Skills :

- Common data science toolkits, such as Python or R (Mandatory), etc.

- Working knowledge of a query language SQLMySQL

- Have successfully developed and deployed at least 3-4 Machine LearningData Science projects

- Excellent team player and decent communication skills",None,Not Disclosed,5 - 8 years
Data Science Intern,Luxuryco Tech Services,Gurgaon/Gurugram( Udyog Vihar ),"- Monitor metrics like revenue per unit, provisioning liquidation, conversion, average order value
-Measure the effectiveness of marketing campaigns
-Monitor discounting/pricing for key brands on other portals to ensure parity
-Analyze inventory

Required Candidate profile
-Bachelors in Science, Tech, Maths
-Python/R, SQL, Hadoop/Hive, Power BI/Tableau
-Understanding Linear Regression, Logistic Regression, Time-series Models, Classification Techniques

Stipend:15,000 pm

Perks and benefits
15k pm allowance
WFH
Internship certificate",None,Not Disclosed,0 - 1 years
Data Science Intern,Dataisgood Edutech Pvt Ltd4.134 Reviews,Noida,"Job Summary:
We are seeking a highly motivated and detail-oriented Data Science Intern to join our team as a Course Content Creator. The successful candidate will work closely with our Data Science team to create high-quality course content, presentations, practice tests, and projects for our Data Science training programs. The intern will work in our Noida office and have the opportunity to gain hands-on experience in a fast-paced and dynamic work environment. Based on performance, a full-time offer with other benefits will be offered after the 3-6 month internship period.

Responsibilities:
Create engaging and informative course content for our Data Science training programs, including presentations, exercises, practice tests, and projects.
Conduct research on relevant topics in Data Science and stay up-to-date with industry trends and best practices.
Collaborate with the Data Science team to ensure that course content aligns with program goals and learning objectives.
Develop clear and concise instructions for course assignments and projects.
Help to evaluate the effectiveness of course content and suggest improvements as needed.
Assist with the production of course materials, including recording and editing video lectures, as needed.
Participate in team meetings and contribute to discussions on course content development and improvement.

Requirements:
Currently pursuing a degree in Data Science, Computer Science, Mathematics, or a related field.
Strong knowledge of Data Science concepts and tools, including machine learning algorithms, statistical modeling, and data visualization.
Excellent written and verbal communication skills, with the ability to explain complex concepts in a clear and concise manner.
Experience with creating presentations, practice tests, and projects for educational purposes.
Familiarity with tools such as Jupyter Notebooks, Python, Tableau, Power BI, and SQL.
Strong attention to detail and ability to work independently with minimal supervision.
Ability to work collaboratively in a team environment.

This is a paid internship position with a duration of 3-6 months. The intern will work in our Noida office and have the opportunity to gain valuable experience in the field of Data Science. After the internship period, a full-time offer with other benefits will be offered based on performance.",None,1-3 Lacs P.A.,0 - 1 years
Lead - Data Science - KPO,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","Role Description: Lead - Data Science

- Understand how to attack an data science problem and come with relevant approach(es)

- Hands-on with Machine Learning Concepts and algorithms such as Linear Regressions, Logistic Regression, Decision Tree, SVM, Random Forests, Bagging and Boosting, Recommendation systems etc with a decent grasp over the math behind some of the techniques

- Ability to mentor junior data scientists and critically evaluate the approaches discussed

- Ability to articulately present recommendations with senior leadership

- Be an active team member and execute complex analytical projects by leading and participating in tasks that use advanced statistical modeling and machine learning techniques

- Ability to think of possible risks in the projects and action plan to mitigate the same

- Build POCs for data projects to navigate decisions for product enhancements

- Ability to think of computationally efficient and business effective analytical solutions

- Establish machine learning techniques for path to automating manual workflows

- Work closely with data engineers and product teams to solve real-world problems

- Hands-on with common data processing techniques

- Good power point presentation skills and excellent team player

Primary Skills :

- Common data science toolkits, such as Python or R (Mandatory), etc.

- Working knowledge of a query language SQL/MySQL

- Have successfully developed and deployed at least 3-4 Machine Learning/Data Science projects

- Excellent team player and decent communication skills

Qualifications :

- 4 to 6 years of relevant work experience in Data science

- B.Tech., M.Tech. or MCA degree from a reputed university",None,Not Disclosed,3 - 8 years
Engagement Manager - Analytics/Data Science,Tiger Analytics3.6263 Reviews,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Tiger Analytics is global analytics consulting firm. With data and technology at the core of our solutions, we are solving some of the toughest problems out there. Our culture is modelled around expertise and mutual respect with a team first mindset.
Working at Tiger, youll be at the heart of this AI revolution. Youll work with teams that push the boundaries of what-is-possible and build solutions that energize and inspire. We are headquartered in the Silicon Valley and have our delivery centres across the globe. The below role is for our Chennai or Bangalore office or Hyderabad.

About the role:

As Program Lead – Analytics Consulting, you will work on some of the latest applications of AI to solve complex business problems, and demonstrate significant business value to one or more clients. In doing so, you will closely collaborate with a team of consultants, data scientists and data engineers. You will lead the project team to design and deliver impactful solutions, drive adoption, and articulate value. On a typical work day, you could be doing one or more of the following:

Participate in client workshops to identify high impact problems that could be solved through AI based solutions
Translate business problems (sometimes ambiguous) into clear analytic problem statements.
Design a plan to develop and deploy advanced analytics solutions in collaboration with SMEs in Data Science & Engineering.
Own & drive execution of the plan by demonstrating techno-functional consulting & stakeholder management capabilities.
Measure and articulate how analytic results improve clients’ business & financial metrics.
Perform a role that involves a combination of hands-on contribution, customer engagement and team management.
Contribute to organization building through training, mentoring and developing repeatable analytic approaches
Required Skills, Competencies & Experience:
Ability to discover patterns in data and deliver impactful insights in the context of client decision making
Knowledge of DS / ML / AI techniques - when and why they are used and interpretation of results from a business viewpoint
In depth understanding of how analytics is used in decision making in one or more industries / functional areas
Ability to translate high level business problems to an analytics problem statement
Experience in scoping, development, validation & deployment of explanatory, predictive, and prescriptive analytic solutions
Experience in stakeholder management, driving project governance, and linking analytics to business value delivered
Hands-on experience in data handling using SQL and advanced analytics tools such as R and / or Python
Hands on Experience in analysing and visualizing data using tools such as Tableau, PowerBI, Qlikview
Excellent presentation and communication skills
MBA from reputed institute preferred.
Designation will be commensurate with expertise/experience. Compensation packages among the best in the industry",None,Not Disclosed,8 - 12 years
Analyst- Data Science,United Airlines4.330 Reviews,Gurgaon/Gurugram,"We have a wide variety of career opportunities around the world - come find yours.
Flight Operations
The Flight Operations team includes aircraft pilots and pilot support.
Job overview and responsibilities
The Flight Operations Performance & Analytics team is responsible for reporting, analytics and ad-hoc analysis on various operational factors. Goal is to ensure reliability and efficiency within United's pilot operation. Areas of focus are delays and cancellations, reserve staffing, training scheduling, irregular operations among others.
The team will provide improved reporting and analysis capabilities allowing for increased visibility into operational issues and improved resource allocation to correct them. The team will help to reduce costs stemming from delays and cancellations, suboptimal reserve staffing, unbalanced flying levels, inefficient trip builds and assist with long term staffing and training event planning. The team will support data reporting, new tool development, KPI design, dashboard creation and automation to leaders within Flight Operations.
The Analyst will be responsible for data reports, dashboard creation and automation. She/he supports Flight Ops leadership in day-to-day data driven decisions. She/He creates visibility into and identifies root causes of operational issues such as delays/cancels, open time, reserve staffing, and sick leave and identifies operational problems/opportunities and performs root cause analysis/diagnosis leading to improved operational performance and reduction in costs.

Support FOPS leadership with analytics and reporting on day-to-day as well as monthly functions; perform ad-hoc data mining and analysis
Analyze/review performance data to ensure experiments, new tools, or processes are aligned with objectives and are delivering the most business value
Automate existing manual reports and processes to improve throughput
Build high-quality decks, dashboards, tools and reports for FOPS leadership, eTeam, front-line management, and individual business teams throughout the organization
Analyze operational performance of Uniteds crew operations


Required 
Bachelor's degree in Ops Research, Computer Science, Statistics, Logistics/Transportation, Industrial Engineering, Engineering, or another quantitative field (i.e. mathematics, statistics, economics, etc.)
At least 2 years experience in business intelligence, analytics, and/or data engineering
Deep understanding of data structures and relationships
Familiarity with all parts of the data ecosystem (acquisition, engineering, storage, management, analysis, visualization, and deployment)
Excel proficiency and data analysis/modelling proficiency
Proven comfort working with large data sets
Proficiency writing complex queries and procedures using both traditional and modern technologies/languages (i.e. SQL, Python, etc.)
Data visualization skills using one or more reporting tools (i.e. Spotfire, Tableau, etc.) to produce meaningful dashboards
Ability to study/understand business needs",None,Not Disclosed,1 - 3 years
Cluster Manager - Data Science/Senior Cluster Manager,Bajaj Finserv Ltd.3.650 Reviews,Pune,"Translate business questions into clear and solvable data science problems
Maximize value of existing data assets
Develop data driven algorithms to solve complex business problem.
Extract actionable hidden patterns clusters commonalities and insights from large and complex data sets.
Operationalize data driven solutions using sound Software Engineering Machine Learning and AI practice


SKILLS AND KNOWLEDGE
Educational - PhD/MTech/BE/ BTech/MSc in CS or Math, Operation research, Statistics, Econometrics or in any quantitative field
5+ years of industrial experience in analytics, predictive modeling",None,Not Disclosed,5 - 10 years
Data Science (Data Scientist/ Sr.Data Scientist),Walmart4.11618 Reviews,Bangalore/Bengaluru,"Tech Problem Formulation: Requires knowledge of: Analytics/big data analytics / automation techniques and methods; Business understanding;Precedence and use cases; Business requirements and insights
To translate/ co-own business problems within ones discipline to data related ormathematical solutions
Identifies appropriate methods/tools to be leveraged to provide a solution for the problem
Shares use cases and givesexamples to demonstrate how the method would solve the business problem
Managing Functional Partnerships: Requires knowledge of: Stakeholder identification and mapping; Stakeholder analysis; Stakeholdercommunication; Stakeholder engagement techniques; Stakeholder management effectiveness tools and methods; Fluency in many specializedbusiness vernacular; Deep understanding of diverse markets to deliver customer and business value; adapt style and best practices to accommodatecultural differences
To understand the interests & profiles of key stakeholders to manage functional relationships
Analyze stakeholder technicalneeds and partner with them to share relevant information
Engage with business partners (internal/external) on a periodic basis and establishcredibility for exchanging functional information
Requirement And Scoping Analysis: Requires knowledge of: Traceability matrix; Risk analysis methodologies; Cost Analysis; Business objectives;Classification of requirements; User stories To understand the Business/Stakeholder/Technical requirements and assist in analyzing the existingsolutions to address the needs (in case of agile methodology, for the iteration)
Prepare requirement traceability matrix and maintain traceabilitybetween business requirements, functional requirements, design and test cases
Contribute to the creation of user stories forcomponent/module/simple requirements ( for example: based on scalability etc) (For agile methodology)
Program Monitoring: Requires knowledge of: Program metrics; Program Reporting, logging tools and processes; Continuous Integration / ContinuousDeployment (CICD) To ensure adherence to the project against approved milestones and timelines
Coding: Requires knowledge of: Coding standards and guidelines; Coding languages (Eg, JavaScript, Python, C# etc), frameworks(Eg, ActiveX,
Net, Cocoa, Android application framework etc), tools(Eg, Monday
com, Linx, Embold etc) and Platforms (Eg, Microsoft Azure, AWS , Apple IOSetc); Quality, Safety and Security (PCI etc) standards; Emerging tools and technologies; Telemetry
To create/configure minimalistic code for entirecomponent/application and ensure the components are meeting business/technical requirements, non-functional requirements, low-maintainability , high-availability and high-scalability needs
Assist in the selection of appropriate languages (Eg, JavaScript, Python, C# etc), development standardsand tools (Eg, Monday.com, Linx, Embold etc)for software coding/configuration
Take initiative to learn the fundamentals of different codinglanguages and frameworks that would be useful for future scope of work
Build scripts for automation of repetitive and routine tasks in CI/CD(Continuous Integration/Continuous Delivery), Testing or any other process(as applicable)
Implement telemetry features as required independently
Ensure security policy requirements are properly applied to components/application during code development/configuration
Testing: Requires knowledge of: Test case preparation; Test Objectives; Test Strategy; Test types; Test tools (Eg, - Automation - Selenium, Agile -Jira, Mobile - Eggplant etc); Test Environment; Root cause analysis
To map the customer requirements in to test objectives
Identify and create testcases for the component/module
Execute test cases to test the code and detect errors and defects for the entire component
Execute different typesof testing using appropriate testing tools based on the testing needs
Defect Management and Troubleshooting: Requires knowledge of: Defect life-cycle process, defect tracking tools and methodologies; Defectreporting; Regression testing; Root cause analysis; Root cause corrective action
To track and analyze defects for the component/ module and carryout regression testing to fix defects in all instances of code changes
Analyze defects from past projects/solutions to avoid recurrence of similardefects
Troubleshoot performance and availability bottlenecks for the application
DevOps Orientation: Requires knowledge of: Different operating systems; Software maintenance tools and techniques; Application monitoring toolsand techniques; Debugging tools; Mock screen; Pseudocodes; Reverse Engineering; Traceability matrix; System performance, security, integration;Data migration and accessibility; Design Methodologies
To conduct complex maintenance procedures for applications independently
Monitor andevaluate the performance of the application by tracking and analyzing appropriate metrics; Perform maintenance (corrective, adaptive, perfective) andre-engineering activities
Analyze application logs, maintenance activity data, performance data and provide analysis; Evaluate change requests toidentify those which are valid and feasible
Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plans by providing expert advice andguidance to others in the application of information and best practices; supporting and aligning efforts to meet customer and business needs; andbuilding commitment for perspectives and rationales
Provides and supports the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying businessneeds; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing onimprovement opportunities; and adapting to competing demands, organizational changes, and new responsibilities
Models compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrity byincorporating these into the development and implementation of business plans; using the Open Door Policy; and demonstrating and assisting otherswith how to apply these in executing business processes and practices
Live our Values - Culture Champion - Models the Walmart values to foster our culture; holds oneself accountable; and supports Walmartscommitment to communities, corporate social responsibility, and sustainability; maintains and promotes the highest standards of integrity, ethics andcompliance
Live our Values - Servant Leadership - Is consistently humble, self-aware, honest, and transparent
Embrace Change - Curiosity & Courage - Demonstrates curiosity and a growth mindset; supports innovation and intelligent risk-taking; and exhibitsresilience in the face of setbacks
Embrace Change - Digital Transformation & Change - Implements and supports continuous improvements and willingly embraces new digital toolsand ways of working
Deliver for the Customer - Customer Focus - Delivers results while putting the customer first and applying an omnimerchant mindset and the EDLPand EDLC business models to all plans
Deliver for the Customer - Strategic Thinking - Adopts a broad perspective that considers data, analytics, customer insights, and different parts of thebusiness when making plans
Focus on our Associates - Diversity, Equity & Inclusion - Embraces diversity in all its forms and actively supports diversity of ideas and perspectives,as well as diversity goal programs
Focus on our Associates - Collaboration & Influence - Builds strong and trusting relationships with team members and business partners; workscollaboratively and cross-functionally to achieve objectives; and communicates with energy and positivity to motivate, influence, and inspirecommitment and action
Focus on our Associates - Talent Management - Contributes to an environment allowing everyone to bring their best selves to work, demonstratesengagement and commitment to the team, and recognizes others contributions and accomplishments",None,Not Disclosed,4 - 8 years
Senior Modeling Analyst - Data Science,Risk Management Solutions (RMS)4.161 Reviews,Noida,"As Senior Modeling Analyst, the candidate will be working with Data Science & Analytics team in Noida. The team focuses on developing data-based products related to insured property exposure data, and related applications. Such products are an important part of RMS product line and provide a wealth of valuable information for our clients. 
The candidate will be working in a multidisciplinary environment developing, designing, and implementing a wide range of data products and solutions used in catastrophe risk modeling, valuation modeling and Property & Casualty data quality assessment and enhancement. The candidate will be expected to gain and further utilize an in-depth knowledge of the products and relevant technologies.

Required experience and skills

Responsible for design, development, and implementation of applications to automate and improve processes for data development and analytics using Python/R/VBA/SQL etc.
Basic understanding of ML/AI/NLP concepts and algorithm
Analytical thinking, data visualization skills
Research and development of insurance data products for emerging risks such as Liability lines, supply chain risk management, climate change etc. Draw meaningful insights and inferences based on various white / research papers on different insurance domains, available online.
Provide professional skills necessary for all phases of data analysis, including the application of standard statistical methods for conducting analysis, QA/QC/, documentation and presentation.
Excellent communication skills, ability to understand the requirements and hand off efficiently, self-starter and operating independently
Establishes credibility by thought partnering on analytics topics; takes positions and draws conclusions on a range of external and internal issue
Serve as an active participant on cross-functional projects, interpreting data, and translating into actionable insights, provide support on ad-hoc analysis and reports.

Experience required

MS/MTech degree in an engineering or science related field including but not limited to: Financial Engineering, Operations Research, Applied Mathematics, Econometrics and Statistics, Actuarial sciences and
2-3 years of hands-on experience in similar roles
Programming skills in Python or R or similar with demonstrated experience of automation.
Working experience of data manipulation tools (SQL, Microsoft Office); VBA and Netalong with high level of expertise in Excel.
Experience in one or more of the following - data mining, text mining, machine learning, data analytics, developing statistical models
Excellent written/documentation and verbal skills, as evidenced by white papers or technical presentations at meetings and conferences.
Analytical and innovative thinking and problem-solving skills.

Added Advantage:

Understanding of law and court documents

Other Skills:

Detail-oriented, self-driven quick learner with very strong analytical and problem-solving skills, and a high degree of self-motivation
Ability to independently drive projects and demonstrate technical know how

About RMS, A Moodys Analytics Company

Risk Management Solutions, Inc. (RMS) models and solutions help insurers, financial markets, corporations, and public agencies evaluate and manage global risk throughout the world. RMS has some 1,300 employees across 13 offices in the US, London, Bermuda, Zurich, India, China, Japan, Singapore, and Australia, with products and models covering six continents.
We lead an industry that we helped to pioneercatastrophe risk modeling – and continue to innovate. RMS was founded in 1989 by Stanford scientists who created our first model for California Earthquake. Today Insurers, reinsurers, trading companies, and other financial institutions trust RMS solutions to better understand and manage the risks of natural and human-made catastrophes, including hurricanes, earthquakes, floods, terrorism, and pandemics.
We got acquired by Moody’s Analytics in 2021, opening fascinating new opportunities to expand our models, data, technology and services to industries beyond Insurance to help the world better manage its risks.
RMS is proud to be an equal opportunity workplace. We are committed to equal employment opportunity without regard to race, color, creed, gender, religion, marital status, registered domestic partner status, age, national origin or ancestry, physical or mental disability, genetic characteristics, sexual orientation, or any other classification protected by applicable local, state, or federal law.",None,Not Disclosed,1 - 4 years
Senior Director & Head-Data Science & Analytics,Vertex Corporate Services (i),"Pune, Chennai, Bangalore/Bengaluru","Position: Senior Director & Head-Data Science & Analytics (Leading MNC Financial Services Data & Insights Captive)

Role:
- Will head the Data Science and Analytics Practice in India
- Will lead and grow a team of Data Scientists and Analytics Professionals who number around 75 members currently
- You will lead a team of experienced analytic professionals in the design, development, and implementation of custom analytic solutions and deliverables for both external and internal customers
- Work on the development of operating policies and procedures to promote operational excellence across the Practice
- Collaborate closely with internal global stakeholders, department leaders, and other matrixed business partners
- Contribute to new revenue growth and operational efficiency by continuously improving engagement models and workflows across the Practice

Requirements:
- Bachelor's/ Master's degree in statistics, applied mathematics, financial mathematics, engineering, operations research, computer science or another highly quantitative field. A track record of academic excellence
- 20+ years of professional experience performing analytic development work in Financial Services, consumer credit, or a related industry, at least 10 yrs in a successful team management and leadership role
- Evidence of strong analytical, critical, and creative thinking and willingness to take initiative in problem-solving. Demonstrated interest and proven career path in industries such as financial services, insurance, fraud, and digital marketing
- Advanced programming skills and aptitude; mastery with statistical programs such as R or Python; mastery of other programming and data manipulation languages and big data platforms (SQL, Hive, Spark, C/C++, Java); high level of familiarity with Microsoft Office tools.
- Should have experience in building and growing a Data Science/ Analytics Practice consisting of 70+ members
- Excellent business acumen and versatile interpersonal skills to communicate effectively at multiple levels within a complex and dynamic matrix organization. Knows the organization and has the flexibility to adapt to changes in business objectives or organizational structure.
- Good verbal and written communication skills. Proven ability to translate technical concepts into articulate actionable recommendations in a manner that is suitable to influence business partners and decision-makers
- Availability to travel, potentially internationally (up to 10%)

Location: Pune/ Chennai/ Bangalore

This position is for a Client of Vertex Corporate Services which is a Leading MNC Financial Services Data & Insights Captive",None,Not Disclosed,20 - 27 years
Consultant/Senior Manager - Analytics/Data Science - IT,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru","- Collaborate with client stakeholders to understand and frame business requests, determine how best to leverage machine learning and advanced analytic methods

- Efficiently construct, develop, and implement the models in a variety of modeling tools, achieving highly accurate models

- Design and implement end-to-end solutions using Machine Learning, Optimization

- Construct and deliver written reports of the analytic findings in a variety of formats (reports, PPT, including visualization of data and findings)

Person should have good experience in:

- Management consulting and/or analytics based consulting is desirable

- Very strong analytical skills with the demonstrated ability to research and make decisions based on the day-to-day and complex customer problems required

- Machine Learning or NLP, such as Scikit-Learn, SpaCity, Pytorch, or Spark NLP

- Strong coding experience in Python, R, SAS

Good to have:

1. Master's or Bachelor's degree in Data Science, Computer Engineering, Math, Statistics, Economics or related analytics field

2. Top-tier Universities Grads with strong record of achievement preferred

3. Solid analytical skills and an entrepreneurial, hands-on approach",None,Not Disclosed,2 - 7 years
Data Science Engineer,"Evertz Microsystems, Ltd4.219 Reviews",Bangalore/Bengaluru,"Develop and deliver end-to-end data solutions as per the customer requirements
Drive customer satisfaction by delivering systems to an agreed specification
Routine reporting on project progress and issues to internal stakeholders
Fulfil ongoing and sustaining engineering support where needed
Requisite Qualifications:
Bachelors / Master s / PhD degree in a relevant field such as Engineering, Statistics, Computer Science, Data analytics or Data Sciences.
High proficiency in Python, SQL as the primary programming language.
Experience working in distributed computing environments like Spark
Preferred Qualifications:
Ability to efficiently, query data from structured and unstructured data source
Strong experience in PostgreSQL development Write advanced queries, stored procedures, cursors, functions triggers
Strong Experience in PostgreSQL queries optimization, database backup, recovery, and archiving
Experience in setting up ELK Stack (Elasticsearch, Logstash, Kibana stack) to process data from multiple data sources",None,Not Disclosed,5 - 8 years
Senior Data Science Analyst,Otis4.1520 Reviews,"Hyderabad/Secunderabad, Ahmedabad, Bangalore/Bengaluru","As an individual contributor you will be expected to:
Transform large raw data into business insights
Apply statistical methods to analyze the effect of pricing and sales decisions on business performance. Such as (but not limited to) clustering, price elasticity, forecasting, deal/lead scoring, Price Optimization, multi-variable regression models to identify factors influencing price, hit rate
Build and interpret machine learning models on real business data
Experience training the tool to adhere to best practices, optimization concepts
Experience working with pricing guidance or deal scoring tools
Present the results and the corresponding recommendations to the relevant stakeholders
Immerse yourself in very large data sets and complex problems
Maintain pricing guidance tool end to end and support business requirements
Monthly pricing guidance performance reporting with focus on areas of improvement


Education: Bachelor's or Master's in Engineering, data science, statistics, applied math or other related discipline
Qualification:
Minimum 3-7 years of experience in statistical concepts
Advanced experience building and implementing Machine Learning models in R and Python
Minimum 3-5 years of experience in data mapping, cleansing, modelling, and reporting in a business environment with large-scale complex datasets
Advanced knowledge of SQL and working with relational databases
Experience of data visualization software (Power BI)
Ability to learn new concepts quickly and translate them into practical applications
Ability to work independently and in teams
Ability to support the EST work hours
Ability to work in Cloud environment, Databricks or related tech stack",None,Not Disclosed,3 - 7 years
Assistant Manager / Lead Assistant Manager / Manager - Data Science,Huquo Consulting3.712 Reviews,"Bangalore/Bengaluru, Delhi / NCR","- Extremely Good In Python, Machine Learning, Sql And Predictive/ Statistical Modeling

- Data mining or extracting usable data from valuable data sources

- Using machine learning tools to select features, create and optimize classifiers

- Carrying out preprocessing of structured and unstructured data

- Enhancing data collection procedures to include all relevant information for developing analytic systems

- Processing, cleansing, and validating the integrity of data to be used for analysis

- Analyzing large amounts of information to find patterns and solutions

- Developing prediction systems and machine learning algorithms

- Presenting results in a clear manner

- Propose solutions and strategies to tackle business challenges

- Collaborate with Business and IT teams.",None,Not Disclosed,3 - 8 years
Lead-Data Science,Innovaccer3.3199 Reviews,Noida,"As an Lead Data Science your role is to understand healthcare data and leverage the data to build algorithms to personalize treatments based on the clinical and behavioral history of patients. We are looking for a superstar who will define and build the next generation of predictive analytics tools in healthcare.
A Day in the Life
Design and lead the development of various artificial intelligence initiatives to help improve health and wellness of patients
Work with the business leaders and customers to understand their pain-points and build large-scale solutions for them.
Define technical architecture to productize Innovaccer s machine-learning algorithms and take them to market with partnerships with different organizations
Work with our data platform and applications team to help them successfully integrate the data science capability or algorithms in their product/workflows.
Work with customers and BI experts to build out reports and dashboards that are most useful to customers
Work with development teams to build tools for repeatable data tasks that will accelerate and automate development cycle.
Define and execute on the roadmap
What You Need
Master s in computer science, computer engineering, or other relevant fields (PhD Preferred)
5 years of experience in Data Science (healthcare experience will be a plus)
Strong hands-on experience in Python
Experience in Deep Learning Frameworks like Keras, TensorFlow
Experience with Sequence Models
Experience in NLP libraries like spaCy, NLTK, StanfordNLP
Experience in developing and deploying production ready models
Possess a customer-focused attitude through conversations and documentation
Coordinate management activities with others on the team
Hands-on ability to set up reporting tools and build reports and ad hoc functionality
Strong written and spoken communication skills
Key Skills:
Natural Language Processing (NLP)
MLOps
Python
SQL
AWS/Azure Cloud",None,Not Disclosed,2 - 4 years
